f0,f1,f2,s0,s1,s2
764,752,748,0,0,0
752,748,756,0,0,0
748,756,756,0,0,0
756,756,776,0,0,0
756,776,764,0,0,0
776,764,740,0,0,0
764,740,760,0,0,0
740,760,768,0,0,0
760,768,768,0,0,0
768,768,764,0,0,0
768,764,744,0,0,0
764,744,760,0,0,0
744,760,764,0,0,0
760,764,768,0,0,0
764,768,744,0,0,0
768,744,768,0,0,0
744,768,768,0,0,0
768,768,744,0,0,0
768,744,740,0,0,0
744,740,748,0,0,0
740,748,760,0,0,0
748,760,764,0,0,0
760,764,748,0,0,0
764,748,732,0,0,0
748,732,724,0,0,0
732,724,724,0,0,0
724,724,712,0,0,0
724,712,716,0,0,0
712,716,748,0,0,0
716,748,736,0,0,0
748,736,712,0,0,0
736,712,716,0,0,0
712,716,716,0,0,0
716,716,728,0,0,0
716,728,736,0,0,0
728,736,724,0,0,0
736,724,728,0,0,0
724,728,732,0,0,0
728,732,732,0,0,0
732,732,716,0,0,0
732,716,708,0,0,0
716,708,712,0,0,0
708,712,712,0,0,0
712,712,716,0,0,0
712,716,704,0,0,0
716,704,708,0,0,0
704,708,1404,0,0,0
708,1404,696,0,0,0
1404,696,704,0,0,0
696,704,700,0,0,0
704,700,704,0,0,0
700,704,692,0,0,0
704,692,700,0,0,0
692,700,696,0,0,0
700,696,704,0,0,0
696,704,716,0,0,0
704,716,712,0,0,0
716,712,720,0,0,0
712,720,740,0,0,0
720,740,748,0,0,0
740,748,744,0,0,0
748,744,736,0,0,0
744,736,748,0,0,0
736,748,736,0,0,0
748,736,728,0,0,0
736,728,728,0,0,0
728,728,720,0,0,0
728,720,700,0,0,0
720,700,688,0,0,0
700,688,692,0,0,0
688,692,700,0,0,0
692,700,712,0,0,0
700,712,712,0,0,0
712,712,1432,0,0,0
712,1432,708,0,0,0
1432,708,704,0,0,0
708,704,704,0,0,0
704,704,704,0,0,0
704,704,708,0,0,0
704,708,1420,0,0,0
708,1420,700,0,0,0
1420,700,708,0,0,0
700,708,708,0,0,0
708,708,712,0,0,0
708,712,712,0,0,0
712,712,704,0,0,0
712,704,692,0,0,0
704,692,688,0,0,0
692,688,680,0,0,0
688,680,684,0,0,0
680,684,668,0,0,0
684,668,676,0,0,0
668,676,680,0,0,0
676,680,684,0,0,0
676,676,676,0,0,0
676,676,684,0,0,0
676,684,680,0,0,0
684,680,680,0,0,0
680,680,680,0,0,0
680,680,676,0,0,0
680,676,676,0,0,0
676,676,672,0,0,0
676,672,1340,0,0,0
672,1340,680,0,0,0
1340,680,688,0,0,0
680,688,684,0,0,0
688,684,708,0,0,0
684,708,704,0,0,0
708,704,700,0,0,0
704,700,716,0,0,0
700,716,720,0,0,0
716,720,728,0,0,0
720,728,728,0,0,0
728,728,712,0,0,0
728,712,732,0,0,0
712,732,744,0,0,0
732,744,748,0,0,0
744,748,768,0,0,0
748,768,736,0,0,0
768,736,740,0,0,0
736,740,748,0,0,0
740,748,720,0,0,0
748,720,716,0,0,0
720,716,716,0,0,0
716,716,1448,0,0,0
716,1448,708,0,0,0
1448,708,712,0,0,0
708,712,712,0,0,0
712,712,712,0,0,0
712,712,704,0,0,0
712,704,700,0,0,0
704,700,708,0,0,0
700,708,696,0,0,0
708,696,696,0,0,0
696,696,688,0,0,0
696,688,704,0,0,0
688,704,712,0,0,0
704,712,704,0,0,0
712,704,692,0,0,0
704,692,700,0,0,0
692,700,700,0,0,0
700,700,696,0,0,0
700,696,704,0,0,0
696,704,696,0,0,0
704,696,704,0,0,0
696,704,704,0,0,0
704,704,704,0,0,0
704,704,708,0,0,0
704,708,696,0,0,0
708,696,700,0,0,0
696,700,704,0,0,0
700,704,692,0,0,0
704,692,700,0,0,0
692,700,712,0,0,0
700,712,708,0,0,0
712,708,720,0,0,0
708,720,712,0,0,0
720,712,700,0,0,0
712,700,712,0,0,0
700,712,712,0,0,0
712,712,704,0,0,0
712,704,716,0,0,0
704,716,708,0,0,0
716,708,716,0,0,0
708,716,720,0,0,0
716,720,720,0,0,0
720,720,704,0,0,0
720,704,716,0,0,0
704,716,704,0,0,0
716,704,708,0,0,0
704,708,704,0,0,0
708,704,696,0,0,0
704,696,696,0,0,0
696,696,704,0,0,0
696,704,696,0,0,0
704,696,704,0,0,0
696,704,696,0,0,0
704,696,700,0,0,0
696,700,704,0,0,0
700,704,704,0,0,0
704,704,720,0,0,0
704,720,740,0,0,0
720,740,740,0,0,0
740,740,716,0,0,0
740,716,716,0,0,0
716,716,720,0,0,0
716,720,728,0,0,0
720,728,736,0,0,0
728,736,720,0,0,0
736,720,716,0,0,0
720,716,716,0,0,0
716,716,700,0,0,0
716,700,704,0,0,0
700,704,700,0,0,0
704,700,700,0,0,0
700,700,704,0,0,0
700,704,700,0,0,0
704,700,704,0,0,0
700,704,712,0,0,0
704,712,696,0,0,0
712,696,704,0,0,0
696,704,712,0,0,0
704,712,720,0,0,0
712,720,708,0,0,0
720,708,724,0,0,0
708,724,736,0,0,0
724,736,756,0,0,0
736,756,748,0,0,0
756,748,720,0,0,0
748,720,1504,0,0,0
720,1504,768,0,0,0
1504,768,764,0,0,0
768,764,736,0,0,0
764,736,728,0,0,0
736,728,744,0,0,0
728,744,764,0,0,0
744,764,804,0,0,0
764,804,720,0,0,0
804,720,736,0,0,0
720,736,732,0,0,0
736,732,720,0,0,0
732,720,712,0,0,0
720,712,712,0,0,0
712,712,712,0,0,0
712,712,732,0,0,0
712,732,728,0,0,0
732,728,752,0,0,0
728,752,796,0,0,0
752,796,760,0,0,0
796,760,768,0,0,0
760,768,740,0,0,0
768,740,724,0,0,0
740,724,744,0,0,0
724,744,756,0,0,0
744,756,764,0,0,0
756,764,744,0,0,0
764,744,720,0,0,0
744,720,732,0,0,0
720,732,760,0,0,0
732,760,792,0,0,0
760,792,816,0,0,0
792,816,780,0,0,0
816,780,748,0,0,0
780,748,784,0,0,0
748,784,744,0,0,0
784,744,748,0,0,0
744,748,776,0,0,0
748,776,772,0,0,0
776,772,756,0,0,0
772,756,732,0,0,0
756,732,740,0,0,0
732,740,756,0,0,0
740,756,776,0,0,0
756,776,768,0,0,0
776,768,728,0,0,0
768,728,736,0,0,0
728,736,752,0,0,0
736,752,772,0,0,0
752,772,772,0,0,0
772,772,732,0,0,0
772,732,740,0,0,0
732,740,764,0,0,0
740,764,788,0,0,0
764,788,748,0,0,0
788,748,736,0,0,0
748,736,740,0,0,0
736,740,760,0,0,0
740,760,788,0,0,0
760,788,764,0,0,0
788,764,740,0,0,0
764,740,752,0,0,0
740,752,780,0,0,0
752,780,824,0,0,0
780,824,1548,0,0,0
824,1548,736,0,0,0
1548,736,736,0,0,0
736,736,740,0,0,0
736,740,736,0,0,0
740,736,764,0,0,0
736,764,776,0,0,0
764,776,1532,0,0,0
776,1532,724,0,0,0
1532,724,724,0,0,0
724,724,712,0,0,0
724,712,700,0,0,0
712,700,712,0,0,0
700,712,716,0,0,0
712,716,712,0,0,0
716,712,708,0,0,0
712,708,712,0,0,0
708,712,720,0,0,0
712,720,712,0,0,0
720,712,716,0,0,0
712,716,732,0,0,0
716,732,740,0,0,0
732,740,736,0,0,0
740,736,740,0,0,0
736,740,756,0,0,0
740,756,756,0,0,0
756,756,732,0,0,0
756,732,740,0,0,0
732,740,756,0,0,0
740,756,736,0,0,0
756,736,732,0,0,0
736,732,740,0,0,0
732,740,728,0,0,0
740,728,720,0,0,0
728,720,708,0,0,0
720,708,708,0,0,0
708,708,700,0,0,0
708,700,684,0,0,0
700,684,692,0,0,0
684,692,688,0,0,0
692,688,688,0,0,0
688,688,680,0,0,0
688,680,672,0,0,0
680,672,668,0,0,0
672,668,672,0,0,0
668,672,684,0,0,0
672,684,684,0,0,0
684,684,684,0,0,0
684,684,696,0,0,0
684,696,712,0,0,0
696,712,708,0,0,0
712,708,716,0,0,0
708,716,732,0,0,0
716,732,732,0,0,0
732,732,728,0,0,0
732,728,724,0,0,0
728,724,732,0,0,0
724,732,724,0,0,0
732,724,744,0,0,0
724,744,740,0,0,0
744,740,696,0,0,0
740,696,740,0,0,0
696,740,848,0,0,0
740,848,884,0,0,0
848,884,912,0,0,0
884,912,912,0,0,0
912,912,924,0,0,0
912,924,896,0,0,0
924,896,868,0,0,0
896,868,848,0,0,0
868,848,812,0,0,0
848,812,780,0,0,0
812,780,764,0,0,0
780,764,760,0,0,0
764,760,768,0,0,0
760,768,764,0,0,0
768,764,744,0,0,0
764,744,752,0,0,0
744,752,744,0,0,0
752,744,748,0,0,0
744,748,740,0,0,0
748,740,732,0,0,0
740,732,736,0,0,0
732,736,728,0,0,0
736,728,732,0,0,0
728,732,728,0,0,0
732,728,732,0,0,0
728,732,720,0,0,0
732,720,724,0,0,0
720,724,728,0,0,0
724,728,736,0,0,0
728,736,740,0,0,0
736,740,740,0,0,0
740,740,708,0,0,0
740,708,696,0,0,0
708,696,712,0,0,0
696,712,704,0,0,0
712,704,712,0,0,0
704,712,716,0,0,0
712,716,700,0,0,0
716,700,716,0,0,0
700,716,1452,0,0,0
716,1452,728,0,0,0
1452,728,708,0,0,0
728,708,720,0,0,0
708,720,720,0,0,0
720,720,720,0,0,0
720,720,712,0,0,0
720,712,704,0,0,0
712,704,704,0,0,0
704,704,700,0,0,0
704,700,692,0,0,0
700,692,692,0,0,0
692,692,692,0,0,0
692,692,688,0,0,0
692,688,684,0,0,0
688,684,680,0,0,0
684,680,688,0,0,0
680,688,676,0,0,0
688,676,680,0,0,0
676,680,1372,0,0,0
680,1372,692,0,0,0
1372,692,684,0,0,0
692,684,684,0,0,0
684,684,692,0,0,0
684,692,680,0,0,0
692,680,676,0,0,0
680,676,676,0,0,0
676,676,680,0,0,0
676,680,680,0,0,0
680,680,688,0,0,0
680,688,684,0,0,0
688,684,684,0,0,0
684,684,700,0,0,0
684,700,696,0,0,0
700,696,688,0,0,0
696,688,692,0,0,0
688,692,696,0,0,0
692,696,688,0,0,0
696,688,684,0,0,0
688,684,680,0,0,0
684,680,680,0,0,0
680,680,672,0,0,0
680,672,668,0,0,0
672,668,656,0,0,0
668,656,660,0,0,0
656,660,652,0,0,0
660,652,652,0,0,0
652,652,656,0,0,0
652,656,656,0,0,0
656,656,656,0,0,0
656,656,652,0,0,0
656,652,652,0,0,0
652,652,656,0,0,0
652,656,660,0,0,0
656,660,656,0,0,0
660,656,660,0,0,0
656,660,668,0,0,0
660,668,664,0,0,0
668,664,664,0,0,0
664,664,660,0,0,0
664,660,652,0,0,0
660,652,660,0,0,0
652,660,656,0,0,0
660,656,656,0,0,0
656,656,660,0,0,0
656,660,652,0,0,0
660,652,652,0,0,0
652,652,656,0,0,0
652,656,648,0,0,0
656,648,656,0,0,0
648,656,652,0,0,0
656,652,656,0,0,0
652,656,652,0,0,0
656,652,656,0,0,0
652,656,656,0,0,0
656,656,656,0,0,0
656,656,660,0,0,0
656,660,656,0,0,0
660,656,668,0,0,0
656,668,664,0,0,0
668,664,664,0,0,0
664,664,660,0,0,0
664,660,668,0,0,0
660,668,668,0,0,0
668,668,668,0,0,0
668,668,660,0,0,0
668,660,664,0,0,0
660,664,660,0,0,0
664,660,652,0,0,0
660,652,652,0,0,0
652,652,1316,0,0,0
652,1316,652,0,0,0
1316,652,652,0,0,0
652,652,644,0,0,0
652,644,648,0,0,0
644,648,644,0,0,0
648,644,648,0,0,0
644,648,648,0,0,0
648,648,648,0,0,0
648,648,652,0,0,0
648,652,660,0,0,0
652,660,652,0,0,0
660,652,656,0,0,0
652,656,648,0,0,0
656,648,656,0,0,0
648,656,644,0,0,0
656,644,644,0,0,0
644,644,648,0,0,0
644,648,636,0,0,0
648,636,636,0,0,0
636,636,628,0,0,0
636,628,628,0,0,0
628,628,632,0,0,0
628,632,628,0,0,0
632,628,632,0,0,0
628,632,628,0,0,0
632,628,624,0,0,0
628,624,1260,0,0,0
624,1260,628,0,0,0
1260,628,632,0,0,0
628,632,628,0,0,0
632,628,636,0,0,0
628,636,636,0,0,0
636,636,640,0,0,0
636,640,644,0,0,0
640,644,644,0,0,0
644,644,652,0,0,0
644,652,1312,0,0,0
652,1312,652,0,0,0
1312,652,660,0,0,0
652,660,668,0,0,0
660,668,668,0,0,0
668,668,660,0,0,0
668,660,672,0,0,0
660,672,664,0,0,0
672,664,664,0,0,0
664,664,664,0,0,0
664,664,660,0,0,0
664,660,664,0,0,0
660,664,656,0,0,0
664,656,664,0,0,0
656,664,664,0,0,0
664,664,664,0,0,0
664,664,668,0,0,0
664,668,664,0,0,0
668,664,664,0,0,0
664,664,668,0,0,0
664,668,668,0,0,0
668,668,672,0,0,0
668,672,664,0,0,0
672,664,668,0,0,0
664,668,664,0,0,0
668,664,672,0,0,0
664,672,668,0,0,0
672,668,660,0,0,0
668,660,660,0,0,0
660,660,664,0,0,0
660,664,656,0,0,0
664,656,652,0,0,0
656,652,652,0,0,0
652,652,644,0,0,0
652,644,644,0,0,0
644,644,640,0,0,0
644,640,644,0,0,0
640,644,640,0,0,0
644,640,640,0,0,0
640,640,644,0,0,0
640,644,1280,0,0,0
644,1280,648,0,0,0
1280,648,644,0,0,0
648,644,640,0,0,0
644,640,636,0,0,0
640,636,632,0,0,0
636,632,636,0,0,0
632,636,636,0,0,0
636,636,640,0,0,1
636,640,640,0,1,1
640,640,648,1,1,1
640,648,656,1,1,1
648,656,652,1,1,1
656,652,692,1,1,1
652,692,604,1,1,1
692,604,652,1,1,1
604,652,652,1,1,1
652,652,660,1,1,1
652,660,648,1,1,1
660,648,652,1,1,1
648,652,656,1,1,1
652,656,648,1,1,0
656,648,652,1,0,0
648,652,652,0,0,0
652,652,656,0,0,0
652,656,652,0,0,0
656,652,660,0,0,0
652,660,664,0,0,0
660,664,660,0,0,0
664,660,672,0,0,0
660,672,668,0,0,0
672,668,660,0,0,0
668,660,668,0,0,0
660,668,672,0,0,0
668,672,680,0,0,0
672,680,684,0,0,0
680,684,684,0,0,0
684,684,684,0,0,0
684,684,680,0,0,0
684,680,676,0,0,0
680,676,672,0,0,0
676,672,664,0,0,0
672,664,652,0,0,0
664,652,660,0,0,0
652,660,680,0,0,0
660,680,696,0,0,0
680,696,1516,0,0,0
696,1516,808,0,0,0
1516,808,808,0,0,0
808,808,788,0,0,0
808,788,1568,0,0,0
788,1568,784,0,0,0
1568,784,844,0,0,0
784,844,808,0,0,0
844,808,772,0,0,0
808,772,780,0,0,0
772,780,752,0,0,0
780,752,732,0,0,0
752,732,760,0,0,0
732,760,732,0,0,0
760,732,708,0,0,0
732,708,716,0,0,0
708,716,712,0,0,0
716,712,704,0,0,0
712,704,708,0,0,0
704,708,708,0,0,0
708,708,692,0,0,0
708,692,700,0,0,0
692,700,684,0,0,0
700,684,672,0,0,0
684,672,664,0,0,0
672,664,664,0,0,0
664,664,648,0,0,0
664,648,644,0,0,0
648,644,640,0,0,0
644,640,636,0,0,0
640,636,628,0,0,0
636,628,624,0,0,0
628,624,616,0,0,0
624,616,616,0,0,0
616,616,620,0,0,0
616,620,624,0,0,0
620,624,628,0,0,0
624,628,628,0,0,0
628,628,648,0,0,0
628,648,644,0,0,0
648,644,660,0,0,0
644,660,660,0,0,0
660,660,664,0,0,0
660,664,660,0,0,0
664,660,676,0,0,0
660,676,680,0,0,0
676,680,688,0,0,0
680,688,684,0,0,0
688,684,676,0,0,0
684,676,696,0,0,0
676,696,700,0,0,0
696,700,1408,0,0,0
700,1408,700,0,0,0
1408,700,688,0,0,0
700,688,696,0,0,0
688,696,680,0,0,0
696,680,676,0,0,0
680,676,664,0,0,0
676,664,1380,0,0,0
664,1380,704,0,0,0
1380,704,744,0,0,0
704,744,768,0,0,0
744,768,744,0,0,0
768,744,768,0,0,0
744,768,824,0,0,0
768,824,824,0,0,0
824,824,792,0,0,0
824,792,788,0,0,0
792,788,760,0,0,0
788,760,740,0,0,0
760,740,808,0,0,0
740,808,836,0,0,0
808,836,768,0,0,0
836,768,764,0,0,0
768,764,804,0,0,0
764,804,840,0,0,0
804,840,808,0,0,0
840,808,788,0,0,0
808,788,800,0,0,0
788,800,792,0,0,0
800,792,784,0,0,0
792,784,736,0,0,0
784,736,728,0,0,0
736,728,740,0,0,0
728,740,748,0,0,0
740,748,736,0,0,0
748,736,752,0,0,0
736,752,812,0,0,0
752,812,772,0,0,0
812,772,740,0,0,0
772,740,780,0,0,0
740,780,812,0,0,1
780,812,740,0,1,1
812,740,732,1,1,1
740,732,780,1,1,1
732,780,668,1,1,1
780,668,724,1,1,1
668,724,728,1,1,1
724,728,752,1,1,0
728,752,740,1,0,0
752,740,724,0,0,0
740,724,732,0,0,0
724,732,712,0,0,0
732,712,732,0,0,0
712,732,748,0,0,0
732,748,736,0,0,1
748,736,728,0,1,1
736,728,748,1,1,1
728,748,756,1,1,1
748,756,780,1,1,1
756,780,684,1,1,1
780,684,756,1,1,1
684,756,740,1,1,1
756,740,740,1,1,0
740,740,772,1,0,0
740,772,756,0,0,0
772,756,752,0,0,0
756,752,776,0,0,0
752,776,744,0,0,0
776,744,752,0,0,0
744,752,780,0,0,0
752,780,744,0,0,1
780,744,736,0,1,1
744,736,752,1,1,1
736,752,744,1,1,1
752,744,784,1,1,1
744,784,696,1,1,1
784,696,752,1,1,1
696,752,736,1,1,1
752,736,716,1,1,0
736,716,712,1,0,0
716,712,700,0,0,0
712,700,688,0,0,0
700,688,680,0,0,0
688,680,684,0,0,0
680,684,680,0,0,0
684,680,684,0,0,0
680,684,676,0,0,0
684,676,680,0,0,0
676,680,676,0,0,0
680,676,676,0,0,0
676,676,672,0,0,0
676,672,668,0,0,0
672,668,668,0,0,0
668,668,672,0,0,0
668,672,672,0,0,0
672,672,676,0,0,0
672,676,680,0,0,0
676,680,684,0,0,0
680,684,684,0,0,0
684,684,680,0,0,0
684,680,684,0,0,0
680,684,680,0,0,0
684,680,672,0,0,0
680,672,672,0,0,0
672,672,688,0,0,0
672,688,684,0,0,0
688,684,736,0,0,0
684,736,640,0,0,0
736,640,692,0,0,0
640,692,692,0,0,0
692,692,692,0,0,0
692,692,704,0,0,0
692,704,688,0,0,0
704,688,680,0,0,0
688,680,688,0,0,0
680,688,684,0,0,0
688,684,688,0,0,0
684,688,684,0,0,0
688,684,696,0,0,0
684,696,684,0,0,0
696,684,680,0,0,0
684,680,664,0,0,0
680,664,676,0,0,0
664,676,680,0,0,0
676,680,692,0,0,0
680,692,728,0,0,0
692,728,772,0,0,0
728,772,804,0,0,0
772,804,856,0,0,0
804,856,860,0,0,0
856,860,872,0,0,0
860,872,868,0,0,0
872,868,868,0,0,0
868,868,864,0,0,0
868,864,852,0,0,0
864,852,848,0,0,0
852,848,840,0,0,0
848,840,808,0,0,0
840,808,804,0,0,0
808,804,804,0,0,0
804,804,796,0,0,0
804,796,784,0,0,0
796,784,772,0,0,0
784,772,776,0,0,0
772,776,772,0,0,0
776,772,756,0,0,0
772,756,764,0,0,0
756,764,764,0,0,0
764,764,756,0,0,0
764,756,764,0,0,0
756,764,772,0,0,0
764,772,772,0,0,0
772,772,760,0,0,0
772,760,772,0,0,0
760,772,776,0,0,0
772,776,768,0,0,0
776,768,776,0,0,0
768,776,772,0,0,0
776,772,764,0,0,0
772,764,768,0,0,0
764,768,772,0,0,0
768,772,752,0,0,0
772,752,752,0,0,0
752,752,740,0,0,0
752,740,736,0,0,0
740,736,728,0,0,0
736,728,720,0,0,0
728,720,708,0,0,0
720,708,720,0,0,0
708,720,732,0,0,0
720,732,708,0,0,0
732,708,724,0,0,0
708,724,728,0,0,0
724,728,704,0,0,0
728,704,724,0,0,0
704,724,728,0,0,0
724,728,708,0,0,0
728,708,708,0,0,0
708,708,1456,0,0,0
708,1456,720,0,0,0
1456,720,732,0,0,0
720,732,736,0,0,0
732,736,708,0,0,0
736,708,728,0,0,0
708,728,732,0,0,0
728,732,708,0,0,0
732,708,708,0,0,0
708,708,720,0,0,0
708,720,716,0,0,0
720,716,700,0,0,0
716,700,712,0,0,0
700,712,716,0,0,0
712,716,712,0,0,0
716,712,720,0,0,0
712,720,708,0,0,0
720,708,704,0,0,0
708,704,740,0,0,0
704,740,764,0,0,0
740,764,728,0,0,0
764,728,736,0,0,0
728,736,740,0,0,0
736,740,716,0,0,0
740,716,724,0,0,0
716,724,716,0,0,0
724,716,700,0,0,0
716,700,708,0,0,0
700,708,724,0,0,0
708,724,712,0,0,0
724,712,712,0,0,0
712,712,720,0,0,0
712,720,716,0,0,0
720,716,712,0,0,0
716,712,716,0,0,0
712,716,724,0,0,0
716,724,704,0,0,0
724,704,712,0,0,0
704,712,716,0,0,0
712,716,700,0,0,0
716,700,696,0,0,0
700,696,708,0,0,0
696,708,704,0,0,0
708,704,692,0,0,0
704,692,696,0,0,0
692,696,696,0,0,0
696,696,704,0,0,0
696,704,692,0,0,0
704,692,712,0,0,0
692,712,712,0,0,0
712,712,700,0,0,0
712,700,708,0,0,0
700,708,704,0,0,0
708,704,696,0,0,0
704,696,704,0,0,0
696,704,708,0,0,0
704,708,692,0,0,0
708,692,708,0,0,0
692,708,720,0,0,0
708,720,716,0,0,0
720,716,716,0,0,0
716,716,736,0,0,0
716,736,732,0,0,0
736,732,740,0,0,0
732,740,756,0,0,0
740,756,724,0,0,0
756,724,724,0,0,0
724,724,724,0,0,0
724,724,720,0,0,0
724,720,704,0,0,0
720,704,700,0,0,0
704,700,696,0,0,0
700,696,700,0,0,0
696,700,704,0,0,0
700,704,712,0,0,0
704,712,700,0,0,0
712,700,700,0,0,0
700,700,712,0,0,0
700,712,704,0,0,0
712,704,696,0,0,0
704,696,708,0,0,0
696,708,704,0,0,0
708,704,704,0,0,0
704,704,716,0,0,0
704,716,712,0,0,0
716,712,704,0,0,0
712,704,720,0,0,0
704,720,732,0,0,0
720,732,756,0,0,0
732,756,740,0,0,0
756,740,740,0,0,0
740,740,744,0,0,0
740,744,716,0,0,0
744,716,724,0,0,0
716,724,732,0,0,0
724,732,716,0,0,0
732,716,720,0,0,0
716,720,716,0,0,0
720,716,712,0,0,0
716,712,704,0,0,0
712,704,704,0,0,0
704,704,704,0,0,0
704,704,700,0,0,0
704,700,696,0,0,0
700,696,688,0,0,0
696,688,688,0,0,0
688,688,688,0,0,0
688,688,696,0,0,0
688,696,688,0,0,0
696,688,684,0,0,0
688,684,696,0,0,0
684,696,696,0,0,0
696,696,692,0,0,0
696,692,684,0,0,0
692,684,696,0,0,0
684,696,684,0,0,0
696,684,672,0,0,0
684,672,676,0,0,0
672,676,668,0,0,0
676,668,668,0,0,0
668,668,664,0,0,0
668,664,676,0,0,0
664,676,672,0,0,0
676,672,672,0,0,0
672,672,676,0,0,0
672,676,680,0,0,0
676,680,672,0,0,0
680,672,676,0,0,0
672,676,684,0,0,0
676,684,688,0,0,0
684,688,676,0,0,0
688,676,684,0,0,0
676,684,692,0,0,0
684,692,688,0,0,0
692,688,684,0,0,0
688,684,692,0,0,0
684,692,688,0,0,0
692,688,684,0,0,0
688,684,680,0,0,0
684,680,688,0,0,0
680,688,688,0,0,0
688,688,684,0,0,0
688,684,688,0,0,0
684,688,696,0,0,0
688,696,696,0,0,0
696,696,1368,0,0,0
696,1368,692,0,0,0
1368,692,696,0,0,0
692,696,692,0,0,0
696,692,696,0,0,0
692,696,712,0,0,0
696,712,708,0,0,0
712,708,700,0,0,0
708,700,700,0,0,0
700,700,696,0,0,0
700,696,692,0,0,0
696,692,696,0,0,0
692,696,692,0,0,0
696,692,696,0,0,0
692,696,688,0,0,0
696,688,700,0,0,0
688,700,704,0,0,0
700,704,704,0,0,0
704,704,692,0,0,0
704,692,708,0,0,0
692,708,712,0,0,0
708,712,708,0,0,0
712,708,704,0,0,0
708,704,720,0,0,0
704,720,724,0,0,0
720,724,716,0,0,0
724,716,704,0,0,0
716,704,708,0,0,0
704,708,704,0,0,0
708,704,696,0,0,0
704,696,700,0,0,0
696,700,696,0,0,0
700,696,680,0,0,0
696,680,676,0,0,0
680,676,668,0,0,0
676,668,668,0,0,0
668,668,672,0,0,0
668,672,676,0,0,0
672,676,684,0,0,0
676,684,688,0,0,0
684,688,696,0,0,0
688,696,716,0,0,0
696,716,712,0,0,0
716,712,712,0,0,0
712,712,696,0,0,0
712,696,696,0,0,0
696,696,708,0,0,0
696,708,720,0,0,0
708,720,720,0,0,0
720,720,720,0,0,0
720,720,744,0,0,0
720,744,748,0,0,0
744,748,736,0,0,0
748,736,724,0,0,0
736,724,696,0,0,0
724,696,696,0,0,0
696,696,692,0,0,0
696,692,668,0,0,0
692,668,664,0,0,0
668,664,664,0,0,0
664,664,684,0,0,0
664,684,692,0,0,0
684,692,704,0,0,0
692,704,716,0,0,0
704,716,772,0,0,0
716,772,824,0,0,0
772,824,780,0,0,0
824,780,816,0,0,0
780,816,840,0,0,0
816,840,752,0,0,0
580,576,576,0,0,0
576,576,540,0,0,0
576,540,616,0,0,0
540,616,580,0,0,0
616,580,580,0,0,0
580,580,580,0,0,0
580,580,584,0,0,0
580,584,588,0,0,0
584,588,584,0,0,0
588,584,584,0,0,0
584,584,588,0,0,0
584,588,588,0,0,0
588,588,588,0,0,0
588,588,588,0,0,0
588,588,592,0,0,0
588,592,1180,0,0,0
592,1180,588,0,0,0
1180,588,592,0,0,0
588,592,588,0,0,0
592,588,588,0,0,0
588,588,592,0,0,0
588,592,592,0,0,0
592,592,588,0,0,0
592,588,492,0,0,0
588,492,684,0,0,0
492,684,588,0,0,0
684,588,588,0,0,0
588,588,588,0,0,0
588,588,452,0,0,0
588,452,704,0,0,0
452,704,584,0,0,0
704,584,576,0,0,0
584,576,584,0,0,0
576,584,572,0,0,0
584,572,576,0,0,0
572,576,572,0,0,0
576,572,564,0,0,0
572,564,564,0,0,0
564,564,564,0,0,0
564,564,560,0,0,0
564,560,560,0,0,0
560,560,564,0,0,0
560,564,560,0,0,0
564,560,564,0,0,0
560,564,564,0,0,0
564,564,560,0,0,0
564,560,564,0,0,0
560,564,604,0,0,0
564,604,1076,0,0,0
604,1076,608,0,0,0
1076,608,160,0,0,0
608,160,348,0,0,0
160,348,1092,0,0,0
348,1092,552,0,0,0
1092,552,544,0,0,0
552,544,1088,0,0,0
544,1088,544,0,0,0
1088,544,536,0,0,0
544,536,544,0,0,0
536,544,544,0,0,0
544,544,544,0,0,0
544,544,532,0,0,0
544,532,532,0,0,0
532,532,1076,0,0,0
532,1076,488,0,0,0
1076,488,576,0,0,0
488,576,528,0,0,0
576,528,536,0,0,0
528,536,532,0,0,0
536,532,532,0,0,0
532,532,536,0,0,0
532,536,532,0,0,0
536,532,536,0,0,0
532,536,544,0,0,0
536,544,540,0,0,0
544,540,540,0,0,0
540,540,548,0,0,0
540,548,544,0,0,0
548,544,548,0,0,0
544,548,544,0,0,0
548,544,556,0,0,0
544,556,556,0,0,0
556,556,560,0,0,0
556,560,504,0,0,0
560,504,624,0,0,0
504,624,568,0,0,0
624,568,580,0,0,0
568,580,572,0,0,0
580,572,576,0,0,0
572,576,576,0,0,0
576,576,576,0,0,0
576,576,580,0,0,0
576,580,580,0,0,0
580,580,580,0,0,0
580,580,576,0,0,0
580,576,576,0,0,0
576,576,592,0,0,0
576,592,584,0,0,0
592,584,576,0,0,0
584,576,576,0,0,0
576,576,1148,0,0,0
576,1148,252,0,0,0
1148,252,124,0,0,0
252,124,196,0,0,0
124,196,568,0,0,0
196,568,1136,0,0,0
568,1136,564,0,0,0
1136,564,1136,0,0,0
564,1136,560,0,0,0
1136,560,564,0,0,0
560,564,564,0,0,0
564,564,568,0,0,0
564,568,564,0,0,0
568,564,568,0,0,0
564,568,572,0,0,0
568,572,568,0,0,0
572,568,568,0,0,0
568,568,568,0,0,0
568,568,572,0,0,0
568,572,568,0,0,0
572,568,576,0,0,0
568,576,576,0,0,0
576,576,584,0,0,0
576,584,576,0,0,0
584,576,588,0,0,0
576,588,580,0,0,0
588,580,464,0,0,0
